iter	RMSE
256	0.05519052896
257	0.05514873298
258	0.05508788227
259	0.055028431
260	0.05498196808
261	0.05493480293
262	0.05490669819
263	0.05486652072
264	0.05484816567
265	0.05481997928
266	0.05477686181
267	0.05474558008
268	0.05471922474
269	0.0546977959
270	0.0546584967
271	0.05464390694
272	0.05462025139
273	0.05458860899
274	0.05455386731
275	0.0545394831
276	0.05450172375
277	0.05447742543
278	0.05444085369
279	0.05438212097
280	0.05434548848
281	0.05432287354
282	0.05430644388
283	0.05428359811
284	0.05426449662
285	0.05424495456
286	0.05421751258
287	0.05420050093
288	0.05417958574
289	0.05416267395
290	0.05414080258
291	0.05408780916
292	0.05405819449
293	0.0540088732
294	0.053965638
295	0.05393459363
296	0.05391902243
297	0.05390749218
298	0.05389026127
299	0.05383811044
300	0.05381619352
301	0.05376353913
302	0.05371547489
303	0.05370154714
304	0.05367823755
305	0.05361507121
306	0.05359998207
307	0.05357339781
308	0.05354679746
309	0.05353143461
310	0.05348795653
311	0.05347378345
312	0.05345082817
313	0.05340761457
314	0.05337565173
315	0.05335018173
316	0.05331073806
317	0.05327134113
318	0.05325482381
319	0.05324274284
320	0.05322028572
321	0.05317336683
322	0.05313850068
323	0.05312184725
324	0.05311027812
325	0.05307551765
326	0.05301894203
327	0.05300844562
328	0.05296816211
329	0.05294595485
330	0.05290534882
331	0.05288365628
332	0.05286947672
333	0.05281900365
334	0.05277214796
335	0.05273235751
336	0.05271079992
337	0.05268359224
338	0.05263935163
339	0.05260533321
340	0.05255171153
341	0.05251413968
342	0.05248120732
343	0.05246704575
344	0.05244911689
345	0.05243111239
346	0.05240442332
347	0.05238719864
348	0.05236605504
349	0.05233367324
350	0.0523166843
351	0.05228349808
352	0.05226040425
353	0.05223909866
354	0.0522071258
355	0.05218517591
356	0.05214999771
357	0.05213031407
358	0.05211379909
359	0.05207483591
360	0.05203208901
361	0.05201505562
362	0.05198371764
363	0.05194645824
364	0.05192483235
365	0.05190460166
366	0.05189448497
367	0.05187116225
368	0.05185600065
369	0.05183419395
370	0.05180384361
371	0.05177508905
372	0.05175998988
373	0.05172050282
374	0.05169886795
375	0.05163717456
376	0.05162537699
377	0.05159885555
378	0.05156307634
379	0.05154820613
380	0.05153399297
381	0.05152328254
382	0.05149407175
383	0.05145702878
384	0.05144389824
385	0.05140964196
386	0.05139362803
387	0.05137877391
388	0.05133727362
389	0.05132423072
390	0.051294625
391	0.05127528715
392	0.05126248905
393	0.05123063911
394	0.05121300169
395	0.05120240182
396	0.0511927782
397	0.05117454534
398	0.05113683939
399	0.05111465967
400	0.05108178181
401	0.05104969108
402	0.05101581996
403	0.05098437401
404	0.05096473676
405	0.05092082864
406	0.05090258391
407	0.0508877092
408	0.05087586202
409	0.05082521198
410	0.05078968586
411	0.05077481739
412	0.05075698786
413	0.05073792875
414	0.05068698345
415	0.05067690066
416	0.05065210849
417	0.05064243371
418	0.05063225562
419	0.05061525875
420	0.05060457799
421	0.05057046437
422	0.05053618556
423	0.05051570606
424	0.05050034065
425	0.05049000377
426	0.05045602522
427	0.05043292181
428	0.05041071003
429	0.05035324502
430	0.0503388282
431	0.05032149541
432	0.05029569372
433	0.05027785755
434	0.05024209084
435	0.05022206961
436	0.05020342932
437	0.05019238717
438	0.05015557836
439	0.05013679506
440	0.05012114973
441	0.05009148743
442	0.05007470986
443	0.05005608159
444	0.05003959643
445	0.0500292361
446	0.050017168
447	0.04999024463
448	0.04997859655
449	0.049953529
450	0.04994273115
451	0.04991928832
452	0.04991096883
453	0.04990334183
454	0.04988844166
455	0.04987438484
456	0.04984216051
457	0.0498076692
458	0.04976041095
459	0.04974285545
460	0.04971998454
461	0.04970891358
462	0.04966717186
463	0.04964073281
464	0.0496170129
465	0.0495775035
466	0.04956706202
467	0.04955024103
468	0.04954139114
469	0.04951150349
470	0.04949403805
471	0.04946837348
472	0.04945536275
473	0.04944019788
474	0.04941716716
475	0.0494022918
476	0.04938940209
477	0.0493671786
478	0.04933423056
479	0.04932337694
480	0.0493043683
481	0.0492918269
482	0.04928008295
483	0.04926614171
484	0.0492510636
485	0.04923367765
486	0.04920578892
487	0.04916899312
488	0.04915600417
489	0.04914304444
490	0.04911651125
491	0.04910596924
492	0.04908563254
493	0.04906555138
494	0.04904883534
495	0.04901698181
496	0.04899365824
497	0.04895328942
498	0.04891468941
499	0.04890679216
500	0.04889925763
501	0.04888646387
502	0.04886591842
503	0.04884102152
504	0.04882264242
505	0.0488104325
506	0.04880014744
507	0.04878980159
508	0.04877515736
509	0.04876064062
510	0.04873235712
511	0.04871259805
512	0.04869634638
513	0.04868662483
514	0.04867581628
515	0.04864652597
516	0.04861689702
517	0.04859536981
518	0.04857495769
519	0.04855111289
520	0.04851267758
521	0.04849345928
522	0.04846931572
523	0.04845861091
524	0.04843045873
525	0.04841707424
526	0.04839775919
527	0.04838576088
528	0.04836376988
529	0.04834432373
530	0.04833263041
531	0.04830445844
532	0.04829723173
533	0.04828102905
534	0.04825774642
535	0.04824363538
536	0.04823596609
537	0.04822609554
538	0.04820756474
539	0.04819808683
540	0.04817947196
541	0.04817272219
542	0.04815598538
543	0.04813463845
544	0.0481159221
545	0.04810232516
546	0.04809441515
547	0.04807344269
548	0.04806157234
549	0.04803552436
550	0.04802744365
551	0.04801257591
552	0.04799935663
553	0.04798444479
554	0.04796475307
555	0.04794632835
556	0.04792095776
557	0.04790516026
558	0.04789028356
559	0.04788064739
560	0.04787436776
561	0.04786885396
562	0.04784179068
563	0.04781527661
564	0.04780734943
565	0.04779019137
566	0.04778090895
567	0.04776688995
568	0.04775880541
569	0.04774087138
570	0.0477171334
571	0.04770198346
572	0.04769038584
573	0.04767364988
574	0.04764843341
575	0.0476348311
576	0.04762530581
577	0.04761648573
578	0.04759341225
579	0.04757646105
580	0.04756436129
581	0.04753122753
582	0.04751655699
583	0.04750512319
584	0.04749638807
585	0.04749001331
586	0.04746295445
587	0.04743809582
588	0.04742477246
589	0.04740505202
590	0.04736927958
591	0.0473574654
592	0.04734189049
593	0.04732755536
594	0.04729750275
595	0.04728755453
596	0.04726937943
597	0.0472581113
598	0.04724852701
599	0.04723880695
600	0.0472272496
601	0.04721609486
602	0.04719962449
603	0.04718490875
604	0.04717145488
605	0.04715087087
606	0.04714191887
607	0.04713102665
608	0.04708282767
609	0.04707238065
610	0.04704859845
611	0.0470281322
612	0.04700876035
613	0.04700262332
614	0.04699837664
615	0.04698189581
616	0.04697012111
617	0.04695028738
618	0.04693695701
619	0.04690700179
620	0.04688877473
621	0.04687954433
622	0.04685277724
623	0.04684372133
624	0.04681684043
625	0.04681028896
626	0.04678532346
627	0.04676942659
628	0.04676360492
629	0.04675365187
630	0.04673655831
631	0.04672243104
632	0.04670826823
633	0.04669201225
634	0.04666746967
635	0.04663840899
636	0.04661478703
637	0.04659941824
638	0.04658702117
639	0.04657613399
640	0.04656612223
641	0.04655451609
642	0.04654414711
643	0.04652188075
644	0.04650902557
645	0.04650501594
646	0.04647540354
647	0.04646845162
648	0.04644798199
649	0.04642227661
650	0.04639192015
651	0.04638373314
652	0.04636944411
653	0.04635413041
654	0.04633988413
655	0.04631720531
656	0.04630082806
657	0.04628886288
658	0.04627726122
659	0.04626856964
660	0.04625185886
661	0.04623855851
662	0.04622434216
663	0.04621801611
664	0.04618855666
665	0.04616908912
666	0.04615274896
667	0.04612116891
668	0.04610888571
669	0.04609115866
670	0.0460650446
671	0.04605634123
672	0.04603990104
673	0.04601899525
674	0.04601359803
675	0.04599615948
676	0.0459854253
677	0.04596724652
678	0.04596136377
679	0.04595308799
680	0.04594656461
681	0.04592845231
682	0.04592376556
683	0.04591597886
684	0.04590104778
685	0.04588852135
686	0.04587852551
687	0.04586878925
688	0.04585926204
689	0.04584445238
690	0.04582263319
691	0.04580227264
692	0.04578881038
693	0.04577703408
694	0.04575549013
695	0.04573485532
696	0.04573027087
697	0.04570441819
698	0.04569039718
699	0.04567536189
700	0.04565986341
701	0.04564714393
702	0.04563472846
703	0.04562505565
704	0.04559358233
705	0.0455829601
706	0.04557028404
707	0.04555659014
708	0.04554483388
709	0.04552214857
710	0.04550694716
711	0.04549834205
712	0.04548682314
713	0.04547302541
714	0.04546351366
715	0.04545186067
716	0.04544464932
717	0.0454299305
718	0.04542489825
719	0.04541377763
720	0.04540253008
721	0.04539195833
722	0.04538475967
723	0.04537546279
724	0.04536594447
725	0.04535019029
726	0.04532351455
727	0.04531569271
728	0.04530099797
729	0.04529223193
730	0.04527295785
731	0.0452656769
732	0.04526133259
733	0.04525243068
734	0.045242632
735	0.04523887156
736	0.04523198175
737	0.04522296674
738	0.0452015419
739	0.04519233895
740	0.04518546157
741	0.04516466074
742	0.04515202893
743	0.04512692469
744	0.04511585614
745	0.04507227479
746	0.04506348458
747	0.0450508618
748	0.04503471665
749	0.04502696241
750	0.0450086682
751	0.04499992461
752	0.04499070542
753	0.04498609268
754	0.04497549669
755	0.0449601051
756	0.04494577053
757	0.04493972751
758	0.04492984637
759	0.04492330974
760	0.0449174105
761	0.04490607737
762	0.04490172348
763	0.04488914648
764	0.04485880172
765	0.04484367064
766	0.04483935235
767	0.04482164903
768	0.04480227327
769	0.04478967094
770	0.04476953271
771	0.04475169292
772	0.04474728013
773	0.04474206539
774	0.04473406516
775	0.04472329136
776	0.04471941853
777	0.0446934674
778	0.0446735042
779	0.0446472244
780	0.04463952753
781	0.04463040225
782	0.04461746018
783	0.04460911952
784	0.04459849075
785	0.04458275246
786	0.04456134454
787	0.04455447048
788	0.04454776218
789	0.04453855046
790	0.04452659965
791	0.04450116996
792	0.04448551837
793	0.0444652206
794	0.04445317514
795	0.04443859953
796	0.04441540684
797	0.04440562224
798	0.04438721719
799	0.04437334245
800	0.04436046472
801	0.04434717569
802	0.04433556206
803	0.04432748262
804	0.04431557349
805	0.04429148081
806	0.044280037
807	0.04427038344
808	0.04426659786
809	0.04425983097
810	0.04425018372
811	0.04423405024
812	0.04421474601
813	0.0442011414
814	0.04419185773
815	0.04417673178
816	0.04415565586
817	0.04414487112
818	0.04413547499
819	0.04411784003
820	0.04410558492
821	0.04408626377
822	0.04408005341
823	0.04406068898
824	0.04404940632
825	0.04403961307
826	0.04402949705
827	0.04401735868
828	0.04400787701
829	0.04400302899
830	0.04398511695
831	0.04397769585
832	0.04396901396
833	0.04395492411
834	0.04394752837
835	0.04394292537
836	0.04393221911
837	0.04392621989
838	0.04391691146
839	0.04391016703
840	0.04389889518
841	0.04389343589
842	0.04388070231
843	0.04387408227
844	0.04386847154
845	0.04386324887
846	0.04385511023
847	0.04384684209
848	0.04383937177
849	0.04382854413
850	0.04381467778
851	0.0437972564
852	0.04378213391
853	0.04377587676
854	0.04373967917
855	0.04373033222
856	0.04371746834
857	0.04371246639
858	0.04370702106
859	0.04369888678
860	0.04369182873
861	0.04367896638
862	0.04367264613
863	0.04366024127
864	0.04365036814
865	0.04364322567
866	0.04363221476
867	0.0436282571
868	0.04362144039
869	0.04361595394
870	0.04359288703
871	0.04357929894
872	0.04355939832
873	0.0435472608
874	0.04354116232
875	0.04352328441
876	0.04351925408
877	0.04350648282
878	0.04350061852
879	0.04349768816
880	0.04348836298
881	0.04348405574
882	0.04347845235
883	0.04346834816
884	0.04346054716
885	0.04343978205
886	0.04343402578
887	0.04342474004
888	0.04340672807
889	0.04339757255
890	0.04338895173
891	0.04338362582
892	0.04335830333
893	0.04334663512
894	0.04334094038
895	0.04332570014
896	0.0433139497
897	0.04329837502
898	0.04329389136
899	0.04328155467
900	0.04326110982
901	0.04324675894
902	0.04323289995
903	0.04322206133
904	0.04321951397
905	0.04321525093
906	0.04320429492
907	0.04318926584
908	0.04317755026
909	0.04317194825
910	0.04316899186
911	0.04315869734
912	0.0431529561
913	0.04313107969
914	0.04312572888
915	0.04310998405
916	0.04310160671
917	0.04308117219
918	0.04307296725
919	0.04305966676
920	0.04304583051
921	0.04303937338
922	0.0430221198
923	0.04301295813
924	0.04300740365
925	0.04299319173
926	0.04296239244
927	0.04295746573
928	0.04294905478
929	0.04293614953
930	0.04292648467
931	0.0429199626
932	0.04291170731
933	0.04289327195
934	0.04286190344
935	0.04285018542
936	0.04284372684
937	0.04283331536
938	0.0428182606
939	0.04280807397
940	0.04280290091
941	0.04279505736
942	0.0427879417
943	0.04278191047
944	0.04277401083
945	0.04276463595
946	0.04275632
947	0.0427401005
948	0.04272647828
949	0.04271967456
950	0.0427123118
951	0.04269674522
952	0.04268643439
953	0.04267937573
954	0.04266395427
955	0.04264861282
956	0.04264227983
957	0.04263369767
958	0.04261457566
959	0.04260969705
960	0.04260075935
961	0.04259146688
962	0.04258318875
963	0.04257662112
964	0.04256412342
965	0.04255479871
966	0.04254660256
967	0.04254016975
968	0.04252864697
969	0.04252517951
970	0.04250036773
971	0.0424899689
972	0.04248121355
973	0.04247363479
974	0.04246742139
975	0.04245118963
976	0.04243962038
977	0.0424334833
978	0.04242442475
979	0.04241851463
980	0.04240895816
981	0.04240152851
982	0.04238940941
983	0.04237991956
984	0.04237240589
985	0.04233755963
986	0.04233199664
987	0.04232298037
988	0.04231853613
989	0.04230848949
990	0.04229615797
991	0.04228975454
992	0.04227626284
993	0.04225663056
994	0.04224769262
995	0.04224313942
996	0.04223639855
997	0.04222703742
998	0.04221842403
999	0.04221239073
